Gene_ID,length,BA21_DS_F,BA22_WS_F,BA23_DS_M,BA24_WS_M,BA25_DS_F,BA26_WS_F,BA27_DS_M,BA28_WS_M,BA29_DS_F,BA30_WS_F,BA31_DS_M,BA32_WS_M
comp48791_c0,1997.9,168,141,201,210,185,170,68.04,104,113,148,158,90
comp487914_c0,331,0,4,0,2,0,0,1,1,1,1,0,0
comp48792_c0,856.42,40,42.66,69,43,32,65,26,48.01,25.98,46,54,88
comp48793_c0,1633,934.84,160,93,288,113,670,777.19,458,303,297,559,126
comp48794_c0,1315.02,90,90.96,97.01,71,79.96,81.25,63,109.73,65.6,79,81.01,97
comp48795_c0,1572,236,258,219,215.3,160,254,167,214.73,168.01,185,293.28,219
comp48796_c0,1323,155.07,151.97,141.69,152.88,157.95,168.4,204.17,186.86,145.35,136.59,185,151.08
comp48797_c0,906.06,42,52,36,39,22,23,24,55,40,35,25,33
comp48798_c0,1031.41,122.59,198.06,175,182,181.85,158.06,116,62,144,141.48,243.37,205
comp48799_c1,569.5,2566.66,1188.74,3108.6,1391.13,3083.79,1939.84,2899.01,1980.57,2847,2097.23,2385.59,2291.83
comp48799_c3,723,223,253,169.99,219,131.99,256,100.3,207,98,265,146.05,180.99
comp48799_c4,827.05,1493.26,2313.73,2829.93,2622.61,2431.84,2223.03,2858.53,1997.45,1386.1,1714.92,1792.06,2012.66
comp4880_c0,872,9,3,6,2,10,5,5,2,8,2,11,3
comp48800_c0,3120,71.23,73.41,89,59,62,76,57.88,58,79,101,84.19,58
comp48801_c0,1090.84,42,75,58,61,66,64.84,67,85,40,66.07,75,85
comp488018_c0,439,3,2,1,0,0,2,1,0,4,1,1,3
comp48802_c0,1136.01,340.17,378.58,295,391.68,283.51,355.02,260.21,419.73,290.96,381.07,276.9,403.3
comp48803_c0,871.56,142,107,129,151.99,84,115,119,112,121,149,142,146
comp48804_c0,2027.18,177,164.96,179.28,186,162,131,157,171,131,176,192,145
comp48805_c0,2797.54,75,108,78,70,103,51.98,40.99,73,44,79,99,66
comp48806_c0,876.84,116.01,124,54,183.98,103.98,113.6,104,52.96,183,91.95,143,96.8
comp488068_c0,412,0,3,2,0,4,0,3,0,0,0,5,0
comp48807_c0,4495,1759.51,1521.06,1410,1161.35,1468.74,1402.56,1187.21,1385.19,1229.31,1134.83,1419.57,1130.01
comp48808_c0,1124.63,484.03,454.52,240.63,320,343.02,423.61,376.15,538.25,316.87,535.12,469.29,308.01
comp48809_c0,3873.22,202,341,201,210,188,217,155,239,179,197,260,211
comp488093_c0,372,1,1,0,2,0,0,0,0,0,0,0,1
comp48810_c0,2485.03,705.27,286.7,717,486,642,644,333,510,651.14,647,776,582.96
comp48811_c0,2480.51,2858.2,1798.42,2242.77,1442.19,1402.99,917.33,2330.82,1626.97,1098.06,1183.94,2122.99,1071.45
comp48812_c0,1184,42.02,75,57.75,62,69,22,13,22,32,27.83,43.95,65
comp48813_c0,2900,1006.95,795.68,1031.56,870.91,812,677.05,704.64,971.01,744.13,615,1119.95,726.55
comp48814_c0,1237,73.68,210,369,193.97,206.39,64,182,127,158,213,176.99,90
comp48815_c0,1621,46,28,35,45,48.41,42,18,29,16.89,36,52,60
comp48816_c0,1178.62,149,151.9,120.33,146,108.99,88,49,113.28,103,66,175.01,194
comp48817_c0,1856,188.85,245,259,209.02,219,226.47,174,272.99,157,226.12,271.96,282.14
comp48818_c0,1576,98,98,104,113,61.24,113.72,63.02,105.04,61,97.98,117,109.12
comp48819_c0,2413.64,133,197,223,138,105,124,123,128,134,111,196,180
comp48820_c0,734.45,101,68,67.01,105,107.14,65,90,89,64,65,65,63
comp48821_c0,1640.3,119,82,85.82,102,99,153,72,112,86,87.12,114,124
comp48822_c0,916,60.62,152,73.99,97,118.74,169.79,61.89,80.82,67.92,158.93,52.35,98
comp48823_c0,779.79,56.83,44.03,25,65,71,47.67,61,79,49,49,52.44,30.88
comp48824_c0,1017.47,349.99,303.32,273.32,368.32,286.22,379.55,307.61,383.2,306,252.72,327.24,339.26
comp48825_c0,1661,168,280.68,114,131.02,64.69,115.01,109.87,102.04,95,113,102,112.33
comp48826_c0,2277,364.54,320.14,658,600.4,421,529.57,776.47,881,411.15,400.02,472.54,766.99
comp48827_c0,1324,143.85,126,119.63,90,101,112,123.97,144,116.03,128,126,118
comp48828_c0,728.68,458.93,280.22,426.3,285.98,351.29,258.47,368.93,310.4,306.33,259.89,403.04,323.75
comp48829_c0,1372.31,70.01,57,102,32,111,35,28,31,46.99,30.9,73.1,20.97
comp488295_c0,355,1,0,4,0,0,0,0,0,0,0,0,1
comp48830_c0,2604,788.41,643.3,544.74,735.12,270.67,479.05,365.04,858.25,404.9,660.22,378.99,564.19
comp48831_c0,3118,1003.05,561.34,952.48,550.76,800.36,754.99,675.99,787.14,1177.78,612.13,606.04,519.07
comp48832_c0,4645,889.92,655.68,1001.48,771.27,898.75,816.28,861.99,798.02,803.48,692.37,923.32,839.98
comp48833_c0,1212.87,2426.68,1755.08,2052.52,2404.99,2023.77,1893.57,1374.93,1249.64,2048.52,3030.89,2500.51,2575.76
comp48834_c0,614.47,329.95,154.52,317.07,158.96,280,303.01,278.6,336.86,239.93,197.94,371.93,203.2
comp488342_c0,336,0,2,2,0,0,0,1,0,0,0,0,0
comp48835_c0,1007,301.52,200.05,268.47,182.21,228.18,253.08,278,233.99,233.73,189.1,156.42,155
comp48836_c0,3187,676,855.46,507.78,801.29,434.08,832.95,547,686.7,639.66,801.79,508.29,731.31
comp48837_c0,473,304.01,17.99,31,106,175.18,40.94,170.6,83,209.13,172,325.77,12
comp48837_c1,1722.16,487.75,396.42,508,404.77,483,383,366.22,474.02,440.95,422.84,404.2,351
comp48837_c2,705,4,14,1,16,5,11,0,11,1,11,5,12
comp48838_c0,1339.57,178,135,128,173,107.03,155,110.01,112,117.99,193,169,135
comp48839_c0,1277.39,138.98,471.98,512,584.73,381,770,120.99,510.32,417,904,601.35,477
comp48840_c0,1197,73,45,49,51.98,45,71,25,52,38,54,77,78
comp488400_c0,340,1,1,0,2,3,1,0,0,0,0,1,0
comp48841_c0,3018.07,1110.94,1145.32,1325.76,1210.13,999.8,1129.14,1169.63,1335.94,1005.57,1048.78,1067.21,1160.66
comp48842_c0,1724.61,1207.95,935.45,1201.99,963.54,1137.98,1168.14,1092.04,1227.87,1103.93,848.88,1147.83,1179.61
comp48843_c0,573.17,176,91.44,81.07,115.53,103,135.92,97.97,89.29,131.03,147.57,132.57,122
comp48844_c0,2559,43,36,39,45,29,17,18,42,11,16,38,42
comp48845_c0,2008.63,817.23,681.44,702.06,661.79,663.13,837.02,406.56,652.78,559,734.04,789.46,691
comp48846_c0,1381,115.05,67,91,51,65,61.93,42,61,40.01,56,100,59.02
comp48847_c0,1250.2,1495.01,987.63,1248.42,1111.75,950.29,1236.35,1142.99,1488.98,890.62,1056.18,1582.76,1402.74
comp48848_c0,3067.74,49,187.95,244,143,57.31,304,174,155.15,55,114,49.84,145
comp48849_c0,1380.48,89,108,79,143,78.97,105,81,106.01,55,110,136,87.99
comp48850_c0,2401,120,160,192.85,133,143.99,198,91,194,94,151,195,215
comp48851_c0,2086.44,158,125,138,115,96,93,93,99,72,83,131,115.02
comp48852_c0,1120.75,82,108,57.72,86,45.98,80,140,85,59,74,105,56
comp48853_c0,764.9,91.19,33,31,37,83,65.8,13.94,94,62,28,85,43
comp48854_c0,3175.56,841.55,583.17,599.01,577.8,669.41,706,386.78,563.44,434.12,432.05,885.14,907.24
comp48855_c0,1485,117,168.99,155.05,132,87,189,78,114,113,138,202.09,148
comp48856_c0,1205.96,234.2,192,164,181,115.16,219.08,164,276,197.18,319,286,245
comp488565_c0,526,0,3,3,1,0,0,0,1,0,0,0,0
comp48857_c0,663.44,279.35,270.93,474.14,297.55,210.4,326.48,288.29,373.38,367.3,287.36,365.87,329.01
comp48858_c0,1250.34,661.77,551.79,661.73,632.99,717.91,546.06,642.9,643.08,605,500.93,671.19,625.84
comp48859_c0,583.21,16,15,37,31,22,20,19,22,26,29,35,35
comp48860_c0,1789.14,484.58,317.07,525,512,493.99,577.16,394.16,441.58,403.98,483.23,362.67,515.98
comp48861_c0,2266.22,124,137,238,90,71,84,97.99,98,106,100,160,114
comp48862_c0,1175,117.96,76.16,127,61,123.96,94,76,86.51,86.99,70.01,149.02,96.93
comp48863_c0,1464,65,46,22.76,54.61,19,20.16,24,46.3,11.01,52,42,89
comp48864_c0,1798,267.96,210,163,134,237,281,78.98,197.99,204,132.35,171.18,146.96
comp48865_c0,6828,198,117.98,135,95,160,141,52,87,48,69,148,155.08
comp48866_c0,815.9,525,185.99,305.94,318,320.8,208.56,203,307.73,289,259.02,411.39,420
comp48867_c0,3012,57,175,6,7.27,50,186,1,31,45,148,8,12
comp48868_c0,2234.5,544.97,406.54,470.43,574.93,539.94,570.02,407,647.03,459.77,486.94,477.73,592.3
comp48869_c0,824.5,60,59,73,48,58,50,41.61,28,41,47,78,92.99
comp488695_c0,326,0,0,3,0,0,0,1,0,0,0,0,0
comp4887_c0,802,10,33,2,4,6,22,8,6,29,15,6,2
comp48870_c0,2985.92,1078.83,652.68,1299.39,883.11,1308.97,1039.02,1211.48,986.13,1083.81,984.91,1469.81,1117.48
comp48871_c0,872.65,133.58,79.17,85,88.98,110.01,78.64,97.75,80.08,103.94,114.08,68.52,110.99
comp48872_c0,1642.28,68,75,61,42,71,113.96,39,31.39,48,59,65.97,126
comp48873_c0,1399,333.2,331.02,272.99,358.38,308.93,338,234.98,433.79,279.98,395.9,262.98,426.21
comp48874_c0,1923,288,310.01,251,316,221,272.05,207,323,176.95,221,310.01,272
comp48875_c0,1839,128.05,64.57,77.8,58,84.99,13,32,23.15,88.95,13,88.02,122
comp48876_c0,2146,60.94,42,43.06,51,58,66,18,42,31.96,40,48,76
comp48877_c0,1811.9,563.01,592.4,462.03,689.4,551.32,615.65,596.74,586,354.35,587.63,670.98,652.4
comp48878_c0,602.11,240,320,109.05,148,23.99,54.53,279.69,98.5,75.96,110.02,150,201.94
comp48878_c1,2647.82,992,739,643.01,635,808,550,267,486,740,742,769,692
comp48879_c0,1845.63,529,333.33,465.01,307.21,353.7,455.83,286.91,436.52,425,432.68,384.5,484.74
comp4888_c0,413,3,2,3,5,0.95,0,1,1,1,1,0,0
comp48880_c0,893,297.6,242,303.93,241.1,260.55,259.96,321.67,289.89,217.33,294.76,227.77,238.9
comp48881_c0,1063,120.22,90,107.13,90,96.01,83,99.99,81.09,53.01,60,136,108.68
comp48882_c0,5767,451.3,386,401,382,378,413.04,259,382,299,311,501,445.9
comp48883_c0,1988,264.99,186,176,123,61,174,176,134.76,177,131,190.94,165
comp48884_c0,585,18,7,21,18,21,14,7,18,6,6,27,17
comp48884_c1,811.95,526.8,429.24,646.39,437.98,494.62,404.25,390.66,372.08,452.67,462.5,440.64,581.92
comp48884_c2,547,12,13,7,24,8,10,2.02,8.15,13,3,8,17
comp48884_c3,687,170,132,116,139,133.98,96.34,163,194,136,165.93,31.9,139
comp488846_c0,391,0,4,1,0,1,3,0,1,0,0,0,0
comp48885_c0,792.74,1116.4,968.03,1084.28,1159.35,1041.8,1243.57,1004.93,1024.64,1103.96,1214.34,1295.62,1218.36
comp488857_c0,352,1,0,1,0,2,0,0,2,0,0,3,0
comp48886_c0,2857.08,5288.07,1310.96,4776.89,1025.94,6561.76,1435.39,3094.56,2402.88,4838.23,836.36,1108.21,957.57
comp48887_c0,1851,646,510,609,466,496,564.45,444,581,524,527,562,549
comp48888_c0,2576,71,58,51,34,40,60,31,47,29,36,70,55
comp48889_c0,1968.06,73.54,63,69,62.99,60.21,63.03,26,73,47.02,89.6,83,71
comp48890_c0,1632.45,163,170,190.01,185,132,213,89,142,114.93,121.98,190.98,213
comp48891_c0,1445.49,29,35,37,34,44,45.02,30.04,39,32.99,29,67,38
comp48892_c0,2196,135,176,136.14,182,198,192,105,162.86,130,150,227,169
comp48893_c0,2815,60.93,75.73,75,77,64.7,89,40,67,66,67,102,74
comp48894_c0,1784,500364.81,750099.99,608018.6,701727.67,565947.32,631904.68,790060.87,544119.62,379758.04,732006.55,736145.85,658802.33
comp48895_c0,3220.37,214,154,237,200,165,205,187,137.01,134,168,238,206
comp488951_c0,301,2,1,1,0,0,1,0,0,1,3,1,1
comp48896_c0,1058,83,81,45,38,68,63.25,44.06,70.06,53,66,69.88,66
comp48897_c0,3377.47,121,168.92,121,159,125,200.99,81,151,96,124,144,194
comp48898_c0,2133.66,39,42,51,55,51,39,15,23.46,52,35,46,62
comp488986_c0,399,1,3,0,1,0,0,0,3,1,0,5,0
comp48899_c0,1352.34,31,70,35,53,55.38,82.64,48,70.03,28,42,55,56
comp488993_c0,306,0,0,3,1,0,0,1,0,0,0,0,0
comp489_c0,621,9,2,4,0,0,0,2,1,3,0,2,2
comp4890_c0,359,0,0,0,1,1,0,0,0,0,0,1,0
comp48900_c0,1590.7,481,357,515,454.02,388,412,278.1,443.99,270,236,630.36,527
comp48901_c0,1817.25,188.83,119.31,183.71,164.81,162.96,225.06,77.13,175.03,173,109.92,211.46,174.63
comp48902_c0,4212,166.76,150,152,125,152.07,172,77,141.96,106,125,219,215
comp48903_c0,2879.19,702,459.01,690.84,540.12,411,548.82,363,433.05,398.87,592.36,912.39,694.99
comp489030_c0,703,1,3,2,3,1,1,0,4,4,0,1,4
comp489037_c0,320,0,0,3,1,0,0,0,0,0,0,0,0
comp489039_c0,324,0,0,1,0,1,0,3,0,0,0,0,0
comp48904_c0,1502,82,110,41,56,33,87,39,69,62,104,69.24,88
comp489040_c0,353,1,0,1,0,1,1,0,2,3,1,1,2
comp489048_c0,376,0,0,4,0,0,0,0,0,0,1,0,0
comp48905_c0,1693,38,30,98,36,11,51,42,54,33,5,42,25
comp48906_c0,2121,29,206.87,84,32,84,70,68,77,32,252.97,70.01,109
comp48907_c0,2159,136,34,119,101,92,41,102,82,68,35.01,91,65
comp489071_c0,484,3,1,2,0,4,0,0,0,0,1,1,1
comp48908_c0,718.02,53,28,45,42.01,28.1,34,27.18,28,27,23,37,26
comp48909_c0,375.08,71,38,88.99,88.18,17,49.42,42,55.12,35,18.99,101.47,48
comp48910_c0,1090.09,337.35,317.05,449,450.77,348,524.36,353.04,356,283.67,461.01,446.6,417.21
comp48911_c0,1938.78,365.17,372,356,406.11,289.1,351.98,331,295.86,296.9,378.01,348,296.48
comp48912_c0,1732.83,110,173.1,118,141.58,168,189.13,86,116,155,127,109,62
comp48913_c0,1000.29,84,111,87.99,83,89,111,108,122.95,64,75.81,102.72,131
comp48913_c1,342,5,13,12,10,4,8,9,6,3,18,9,3
comp48914_c0,1221.1,1120.74,858.7,944.49,1040.53,804.09,884.17,916,911.79,831.94,904.46,1135,1019.42
comp48915_c1,3392.94,1719.46,1305.86,1795.99,1525.29,1504.34,1432.39,1540.83,1553.02,1215.97,1242.4,1897.32,1681.85
comp48916_c0,1082.64,156.98,162.27,211.72,128,189.18,149.01,101,168.06,102.99,114.42,194.05,149.56
comp48917_c0,524.34,220.82,172.96,187,211,140.02,192,141.61,171.73,175.18,179.51,220.11,191.57
comp489177_c0,310,0,2,0,0,0,0,0,0,0,0,0,0
comp48918_c0,4016,319,291,322.3,348.86,269.85,367.93,399.33,317.03,248,386,349,330
comp48919_c0,2082.23,94,47,72.01,61,44,48,32,36,42,32,73.99,59
comp4892_c0,324,0,3,1,0,0,3,3,0,3,2,1,0
comp48920_c0,869.8,745.61,537.63,559.71,628.82,427.59,563.24,638,781.07,626.12,360.92,696.35,532.17
comp48920_c2,592.81,164.8,117,146,133.01,169.91,126,111,150,160.96,132.99,130,135
comp48921_c0,3350.53,589.48,490.74,697.16,510.77,552.66,431.02,375.17,423.77,320.93,341.27,561.02,528.38
comp489217_c0,327,0,1,2,2,2,1,2,0,0,0,1,1
comp48922_c0,2177,114.02,55,91.28,41.97,80,40,81.37,51,68.99,19.67,94.97,67.39
comp48923_c0,742,37,45,62,41,56,55,40,60,49,47,79,58
comp48924_c0,2779,186,158,184,167,151,166,119,190,121,184.39,178,183
comp48925_c0,662.92,43,34,37,37,31,40,20,41.36,19,17,36.48,40.94
comp48926_c0,708.64,24,53,44,46,29,35,23,36,22,33,41,31
comp48927_c0,740.09,97,34,17,64.93,39.99,51,25,51,147,61,53,51
comp489277_c0,313,1,1,0,0,0,1,0,0,0,0,0,1
comp48928_c0,1968.07,163,157,175,179,122.45,137,101.72,191,96,107.01,162.68,184.5
comp48929_c0,1056.2,1196.08,880.83,912.85,1165,766,905,1001,937.44,692.14,884.08,895.12,973
comp48930_c0,1436.92,424.12,279.89,357,253.77,305.99,484.13,297.93,339.6,363.42,391.86,386.83,391.76
comp48931_c0,942.44,43.96,56.01,43.11,44,55.14,50.56,26.29,44.59,38,31,44.98,41.06
comp48932_c0,3994,1672,1157.2,1555,1419.92,1201.47,1397,1258.1,1367.04,1235.95,1483.99,1704.31,1392.68
comp48933_c0,984.06,131.2,57.01,74,56,88,91,94,103,64,90,167.04,119.03
comp48933_c1,1379.29,503,655.98,648.89,890.03,531.06,691.39,913.9,838.49,528.16,833.75,929.7,723.04
comp48934_c0,1651.41,355,283,327.97,318,277.37,364,220.64,336.95,282.1,342.59,355.99,343.99
comp48935_c0,3689,566,185,343,297.99,316,410.39,142,249.81,221.51,227,470.98,462.99
comp48936_c0,1442.3,141,133,95,117,99,99,105,143,102,111,66.05,105
comp48937_c0,1220.2,301,394.02,335,366.06,234,267.25,266,302.37,201,305,268.66,305.99
comp48938_c0,1842.58,161,126.07,166,142,129,156,124,136,133.84,154.94,194,175.99
comp48939_c0,2120.14,814.7,672,838.9,795,619.01,728,701.99,604.95,588.92,762.17,784.9,806
comp48940_c0,1106.34,16701.2,10702.47,11559.29,10295,6662.48,7314.72,5735,7115.14,8671.42,9844.03,13168.02,7765.26
comp48940_c1,2224,1467.1,1526.52,1575.9,1457,1055.23,1099.15,383.92,791,961,1774.01,1810.77,1553.05
comp48941_c1,982.85,165.18,152.6,232.99,160.32,237.6,165.12,251.58,187.15,235.01,201.16,175.23,207.06
comp48942_c0,3224.38,928.84,819.21,851.08,874.98,762.01,909,775.87,803,590,967.88,773.8,856.44
comp48943_c0,428.44,19,16,20.6,16,22,26,17.31,35,36,41,21,12
comp48943_c1,612.23,271.86,218.24,322.86,216.04,332.14,268.24,378.1,322.2,324.68,304.01,229.76,283.94
comp48943_c2,398,4,6,2,0,3,2,2,7,7,2,1,5
comp48944_c0,3043.47,316,354.34,276,316,268,571.5,248.97,314,236,376,330,319
comp48945_c0,2900,90,97,90,85,44,95,50,104.02,63,69,109,99
comp48946_c0,842.58,646.75,478.15,664.49,464.98,464.01,552.71,579,450.86,474.38,442.98,506.79,514.8
comp48947_c0,932.76,112,63,110,54,113,69,104,76.34,92,79,83.79,58.98
comp489475_c0,414,1,3,1,2,0,0,0,0,1,0,2,1
comp48948_c0,1744.6,165.3,159,159,145,187.98,172,125,174.99,127,141,184,154
comp489481_c0,486,1,2,1,2,2,0,0,0,2,0,0,0
comp489486_c0,397,2,1,1,0,0,0,2,0,0,0,1,0
comp48949_c0,2254,176,77.22,79,66,186,90,95,66,166,67.78,90,46.08
comp489491_c0,506,3,2,0,3,1,2,0,3,0,1,1,2
comp4895_c0,538,2,2,0,4,1,1,1,2,0,1,5,0
comp48950_c0,1871,129,95,129,16,73,94.76,31,94,60,97,52,71
comp48951_c0,1471.82,289,329.45,305,346.84,290.99,312.99,291.52,205.18,309,425.91,285.03,247.99
comp48952_c0,1010.22,224.38,251.01,312.01,256.1,230.94,188.83,290.46,206.37,269.11,216.2,236.53,307.98
comp48953_c0,2140,360,119.99,209,140,250,89,280.99,333.96,84,245.15,180.02,215
comp48954_c0,2251,6756.98,5190.25,7633.93,5461.98,5582.03,4086.53,7441.92,5667.34,4215.07,4236.11,5877.49,4212.38
comp48955_c0,2753.69,2572.05,1619,2351.99,1770.19,2082,1731.18,2169,1884,1969,1714.92,2489.02,1672
comp48956_c0,1136.71,755,667,596.86,553,473.33,409.97,532.77,558.69,468,453.9,517.02,467.76
comp48957_c0,1969.62,380,239,291.82,185.01,228,182.09,253,229.1,280.99,195,177,148
comp48958_c0,1739,410,187.97,332.5,179.91,243.07,227.04,139.73,323,158.04,255,191.05,153.99
comp48959_c0,1094.07,180,112,165,133,144,128,90,67,66,59,172,102
comp489593_c0,369,1,1,1,0,1,0,0,0,1,0,1,0
comp48960_c0,1962.32,329,345,288.26,378.72,222,264,194.8,229,241.77,262.95,465.15,340.87
comp48961_c0,1070.17,58.29,48,50,55.81,37,57,43,49,31,42.99,55,60.97
comp48962_c0,1255.33,163.87,220.06,199.02,158.2,137.74,197.84,99.06,206.72,142,152.18,273.87,171.81
comp48963_c0,642.7,27,9.8,23.3,20,26.98,34,27.62,21,17,17.73,34,28
comp48964_c0,1595,465.53,675.89,552.99,584.83,462.18,540.75,665.89,645.01,344.11,675,670,606.02
comp489643_c0,394,1,2,0,2,2,0,1,0,0,0,0,1
comp48965_c0,2197.91,1608.32,1399.86,1183.09,1270.9,1074.17,837.59,1127.11,696.44,945.86,1244.66,1113.24,1276.96
comp48966_c0,935,29,37.65,66.25,13,34,54,12,16,20,18,56.67,79
comp48967_c0,2880,64,45,63,38,43.03,31,46,46,35,22,80,49
comp48968_c0,1002.44,81,36,121,57,107,57,132,106.47,141,70,28,65
comp489689_c0,306,0,2,0,0,1,0,0,1,0,0,1,0
comp48969_c0,2387.59,175,167,177.28,160.52,128.58,213.9,117.93,167.9,125.05,107.72,167.84,199
comp489691_c0,352,2,1,1,1,0,0,2,2,1,0,0,0
comp48970_c0,756.88,41.98,24,25,9,20,18.1,17,19,4,16,25.45,22
comp48971_c0,824.24,47.61,44,43,41.98,44.21,48.7,30.98,89,37,54.01,37,82.63
comp48972_c0,2758.18,699.96,647.43,702.87,554.86,615.15,618,365.06,516.49,439.01,460.13,818,557
comp48973_c0,1217.4,159,80,98,84,116,84,68,80,53,43,143,103
comp48974_c0,1332.08,268.2,109.98,222.45,210.31,249.26,193.84,291.71,300.92,116.46,173.55,176.34,178
comp489744_c0,323,1,0,3,0,0,0,0,0,1,0,0,0
comp489748_c0,328,2,1,1,0,1,2,0,1,0,1,1,1
comp48975_c0,2407,101,92.4,106,60,71,50,70,98,47,83,96,79
comp48976_c0,1220,98,61,84,70,50,77,60,86,62,107,101,102
comp48977_c0,2508,191,250.01,204.91,346,256.16,289,238,341.02,234.01,332.09,190.96,365
comp489775_c0,303,2,0,0,2,1,1,0,1,0,0,1,1
comp48978_c0,1496,455,254,287,367,195,250,291,306,226,263,278,262
comp48979_c0,1711,43,28,53,38,35,49.71,30,41,12,25,47,51
comp489795_c0,417,1,3,0,0,0,0,0,0,0,1,0,0
comp48980_c0,5146,849.13,946,779.98,992.36,993.99,1366.9,585.95,664.06,851.59,1316.83,1169,829
comp48981_c0,563.49,86.06,27.01,35,28,34,33,34,161.44,35,28,28.57,25
comp48982_c0,711.22,314,231,307.77,265,283,259,409.32,201.99,280.05,275.94,342,215.96
comp48982_c1,432,2,2,0,2,1,0,3,1,0,0,0,0
comp48983_c0,1889.5,256,187,286,189.97,150,172,86,125.01,133,168,260.17,171
comp48984_c0,1484,124,97,124,100,96,133.97,90,150,84,94,91,104
comp489845_c0,307,1,0,2,0,1,0,0,0,0,0,0,1
comp48985_c0,858.19,104,45,68,73,66.97,78.04,60,70,70,74.99,104.72,85.73
comp48986_c0,2094,71,58,81,62,73,61,61,67,45,49,95,47
comp48987_c0,660.79,42.99,33,53,53.91,35,27,19,31,13,28,39,47
comp489872_c0,324,2,2,0,0,0,0,0,0,0,0,0,0
comp48988_c0,3041.42,1147.4,614,321,460.14,641.28,646.24,375.96,780,728.98,583.81,243,324
comp48989_c0,947.93,255,222.99,256,278.99,120.95,213.21,192.99,264,220.01,225.84,157.38,259.74
comp4899_c0,371,3,4,3,3,3,8,2,2,1,1,0,1
comp48990_c0,2195.39,197,138,165.99,157,135,98,104.92,121,75,87,164.03,83.37
comp48991_c0,1114,248,144,285,218,210,279.95,205.63,236.74,201.01,194.08,248.98,243
comp48992_c1,778.34,754.74,528.67,557.05,611.01,424.61,651,577.93,601,738.14,506.6,346.39,623.11
comp48992_c2,447,13,13,12,15,14,10,4,6,8,8,5,15
comp48993_c0,1495.37,23,29.28,44.12,41,36.01,36.02,16,38.03,14.03,24.94,29.99,29
comp48994_c0,1832.59,236,150,194,161.85,114,112,120,147,125,115,162,128
comp48995_c0,2517.75,361.92,418.88,413.13,329.88,376.41,204.73,340.33,184.57,328.14,333.9,399.84,304.53
comp48996_c0,1749.7,185,131,165,177,153.29,185.91,149,167.98,144.99,181,164,165
comp48997_c0,2575,343.07,264,376.21,275.09,269.37,356.09,194.04,248.3,226.16,354.62,432.5,384.14
comp48998_c0,664.93,41,20,39.13,23,36.04,25.87,32,25.33,23,20,27.99,29
comp48999_c0,1174,215.55,220,166.43,235,148.49,223.25,98.5,170.3,202.04,202.56,171.07,206.14
comp49_c0,664,6.57,4,4,1,3.31,2,16,17,2,0,3,5
comp49000_c0,733.97,17,5,20,11,9,15,14,10,8,3,14,10
comp49000_c1,1131.61,1013.18,1003.46,1122.07,1256.28,1213.42,921.72,788.18,776.83,747.22,550.2,1017.28,1353.69
comp49001_c0,2708,420.02,192.05,270,203.99,248,200.77,155,202,139.01,142,268.19,255.92
comp490012_c0,313,3,2,0,0,0,0,0,0,0,0,0,1
comp49002_c1,1079.35,1786.47,636.81,1367.76,974.24,1553.43,772.1,1930.96,1394.92,1488.25,1900.76,1188.64,740.75
comp49003_c0,1496,92,135,90.01,133.02,106,140,107.08,155,130,152,121,152
comp49004_c0,2115,47,48,31,50,39,38,35,45,18,34,42,28
comp49004_c1,2191,200.36,128,147,137,128,128,65,133.44,72,99,196,162
comp49005_c0,6685.66,195,101,130,100,88.98,107,40,66,65,61.45,177,126
comp49006_c0,899.09,72,89,64.05,88,73,72.97,35,55,57,68,103,99
comp49007_c0,1103.3,166.95,89.72,158.89,78.91,101.12,182.98,114.04,133.89,91.98,137.08,156.98,110.46
comp49008_c0,2268.31,415,127,168,166,119,155,121,147,76,142,376,144
comp49009_c0,573.81,79.33,24.04,64,76.95,47,75.31,36.04,78,44.03,53.93,40.2,24.6
comp49009_c1,2258.67,1558.78,1247.08,1844.63,1583.73,1201.94,1560.92,1394,1666,1093.17,1238.3,1792.17,1871.99
comp49009_c2,323,9,12.99,115,12,51,81,1,6.28,11.98,70,64,13.94
comp49009_c3,449.9,91.16,62,97.39,60,79,63.22,108.23,68,73.17,57.95,119.93,71.9
comp4901_c0,578,4,0,4,5,5,2,2,2,3,0,2,0
comp49010_c0,799,44.35,73,45.9,65.77,98,116.94,71.99,71,28,37,62,139.88
comp49011_c0,970.07,125.05,149,52,167.99,95,106,125,174,83.02,187,134,120
comp49012_c0,2390.16,243,174.11,241.83,155.86,176.01,165.77,165,230,124,174.39,196.18,206.88
comp49013_c0,1602.61,227.07,147.83,179,165,160.26,162.34,176,190.85,142,191,204.92,182
comp49014_c0,1106.74,53,79,36,41,47,43,24,37,26,52,94,56
comp490142_c0,308,3,1,0,0,0,0,0,0,0,1,1,0
comp49015_c0,587.49,384,278.92,53.82,262.35,283.37,165.07,124.01,284.75,158,422,143.65,300.97
comp49016_c0,1141.55,145,269,140,166,133,161,153,145,121,194,175,144.97
comp49017_c0,832.8,58,62,51.52,75,41,64,67,52,39,58,63,67
